"Height","Weight","Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Cars","Passive.sport","Active.sport","Gardening","Shopping","Science.and.technology","Theatre","Fun.with.friends","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Age","Number.of.siblings"
178,65,4,3,1,1,2,3,2,2,2,1,2,2,2,3,3,4,3,3,3,5,1,1,4,3,3,2,5,5,5,4,4,3,3,1,3,3,3,5,2,2,2,3,2,3,1,1,2,2,20,2
165,49,4,4,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,2,4,2,2,4,4,3,3,4,3,3,2,1,3,4,1,4,1,4,5,3,3,3,3,3,3,3,2,4,5,24,2
160,47,5,4,4,3,1,3,2,4,3,1,1,5,3,1,2,2,5,2,1,5,4,5,4,4,2,3,5,5,3,3,3,2,1,2,4,2,4,5,3,4,3,2,3,5,4,2,4,4,30,2
176,75,5,4,1,1,3,1,1,1,3,5,3,2,1,1,2,2,1,1,1,5,5,4,3,1,5,5,2,1,3,4,3,1,5,2,2,3,1,3,1,1,1,3,1,1,1,2,1,1,21,1
186,77,5,3,3,1,1,2,1,3,4,2,1,1,2,2,3,2,2,1,1,4,2,4,4,3,1,2,4,3,3,1,4,5,3,1,3,3,4,5,4,4,5,5,5,2,4,5,4,2,27,3
172,68,5,4,3,1,3,1,2,3,4,5,3,3,2,2,4,5,1,5,1,5,4,4,3,2,5,5,3,2,3,3,5,4,5,1,3,5,1,5,1,1,1,2,1,3,1,1,1,3,21,1
164,50,5,3,3,4,2,5,4,3,3,1,1,2,3,4,3,1,2,2,5,2,2,2,4,4,4,1,3,3,2,2,2,2,1,1,2,3,4,5,2,2,1,2,4,4,1,1,1,2,16,0
175,75,5,3,3,5,2,2,3,4,1,1,1,4,2,1,2,1,4,1,1,5,3,3,5,5,2,2,3,3,2,1,3,4,2,1,5,3,4,3,5,3,2,5,2,4,5,3,4,3,21,1
165,60,5,4,3,3,2,2,2,2,3,3,3,5,5,3,4,3,4,5,2,5,1,3,5,5,3,2,3,2,5,3,3,5,4,2,5,5,3,5,1,2,2,3,3,5,4,1,5,1,20,1
160,65,5,4,2,4,1,5,5,4,4,3,4,2,4,3,3,4,2,1,5,5,4,5,5,4,4,2,2,3,1,1,1,4,2,3,3,4,5,5,2,2,1,4,1,2,2,1,4,1,22,1
180,80,5,3,4,1,2,3,1,4,2,1,1,3,3,2,2,2,1,4,3,5,2,3,4,2,4,4,4,4,4,2,1,1,1,1,2,5,2,4,1,1,1,1,2,2,2,2,4,2,19,1
170,90,5,3,2,1,3,1,3,2,5,4,1,1,1,1,2,2,3,1,2,4,2,1,5,2,1,3,3,3,1,1,1,2,1,1,2,2,5,5,1,2,3,4,1,1,1,1,2,1,20,1
180,95,5,3,5,5,1,5,2,4,5,4,1,1,1,1,1,3,1,3,3,5,4,4,5,2,1,5,5,5,5,1,5,3,3,2,2,4,1,5,1,1,1,4,1,3,5,1,5,3,25,1
175,79,2,3,2,3,3,3,4,3,4,2,2,2,4,2,4,3,3,1,3,4,2,2,5,3,4,2,5,4,5,3,3,2,3,2,1,1,3,4,4,1,1,1,1,1,2,1,2,4,23,2
167,57,5,3,4,5,5,5,2,4,5,1,5,3,2,2,5,5,1,5,3,5,1,1,5,5,5,1,5,5,5,1,1,5,3,2,3,3,3,5,1,1,1,2,2,2,2,3,3,2,20,2
165,66,4,3,3,3,3,3,3,3,2,1,2,4,2,4,3,3,3,2,3,4,1,1,4,4,1,3,5,4,4,3,2,1,3,2,4,2,3,5,1,2,2,5,3,4,3,2,4,2,20,1
168,60,5,3,4,5,1,4,5,5,4,1,1,3,3,4,4,1,5,4,4,5,1,3,5,5,5,1,5,5,3,1,4,5,1,1,2,1,3,4,4,5,4,3,1,5,3,3,5,4,21,1
166,44,5,3,4,2,3,3,3,3,3,1,3,3,3,5,3,2,2,2,2,5,3,3,5,3,2,4,5,5,4,2,2,1,3,1,4,3,5,5,1,1,1,2,4,4,5,3,5,2,19,1
164,58,5,5,3,4,3,5,5,3,1,1,1,1,1,4,5,3,5,1,5,4,5,4,5,5,2,3,5,3,5,1,1,3,1,1,3,4,5,5,5,3,5,1,3,5,5,4,5,2,21,1
165,50,5,4,5,1,5,1,5,4,4,1,3,4,2,3,4,3,2,4,1,5,2,3,5,5,3,2,2,2,1,5,3,1,5,1,5,3,1,5,2,3,5,5,5,3,1,1,1,1,16,0
180,88,5,5,4,2,1,3,1,4,5,1,5,4,1,1,5,3,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,20,1
173,60,5,3,3,2,2,3,4,5,5,1,1,4,2,4,3,1,5,2,2,5,1,3,4,5,2,3,5,5,2,1,5,1,5,1,5,2,4,5,4,3,4,3,5,5,3,2,2,1,18,0
168,54,5,5,3,1,1,1,1,3,5,5,1,1,1,1,1,1,1,5,1,2,1,1,5,3,1,1,1,3,1,1,1,1,2,1,5,1,3,4,1,1,1,5,1,1,5,1,3,1,21,1
177,68,5,3,4,3,1,2,2,4,4,4,4,2,2,2,4,2,2,3,2,5,3,3,4,2,3,5,3,3,4,2,4,5,4,1,2,4,2,5,2,1,2,2,3,3,2,3,3,3,21,2
167,56,5,3,4,3,2,5,3,5,3,2,1,3,2,3,4,4,2,2,2,5,4,3,4,4,3,2,4,4,4,1,1,1,1,1,4,5,4,5,1,2,3,4,4,4,4,1,4,1,18,2
173,69,5,3,3,1,1,1,1,5,5,1,2,4,2,1,5,3,3,3,1,5,5,5,5,4,1,3,5,5,4,1,1,5,1,1,5,1,4,5,1,5,5,3,5,5,5,5,5,2,19,1
170,54,4,2,5,1,1,4,2,4,3,2,2,3,2,2,2,1,3,4,1,5,3,3,4,5,2,3,3,4,2,1,2,5,2,2,3,2,2,5,3,3,4,1,3,4,1,1,4,1,20,1
180,60,5,5,1,2,1,2,2,1,2,4,5,1,5,1,4,4,1,1,2,5,5,5,3,1,3,4,1,1,3,2,2,3,4,1,1,4,3,5,1,1,2,4,4,2,3,5,2,3,18,1
172,60,5,1,4,4,2,2,3,5,1,1,1,1,2,1,2,2,4,1,2,5,1,5,5,4,3,1,3,3,3,1,1,1,3,3,5,3,5,3,3,4,3,4,5,5,5,2,4,3,18,1
158,53,5,3,5,2,5,5,5,5,5,1,1,3,3,4,5,5,3,3,5,3,1,2,2,2,2,5,4,1,5,2,1,3,1,1,1,5,4,4,1,2,2,2,1,2,1,1,2,1,23,0
165,52,5,4,1,1,1,3,1,2,5,3,5,1,3,2,1,1,1,1,3,5,1,3,5,1,2,3,5,5,5,1,1,3,1,1,3,2,4,5,1,5,5,5,3,5,3,1,5,3,20,1
168,55,5,2,2,3,2,5,5,5,4,1,1,2,2,5,3,2,3,2,3,5,1,2,5,5,5,5,5,5,5,2,2,5,2,3,4,4,5,5,3,2,2,2,2,3,2,1,2,1,18,1
180,76,5,5,4,1,1,1,4,5,1,1,1,4,2,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,1,3,3,3,5,5,5,2,4,4,28,1
163,67,5,2,3,2,1,3,3,5,4,3,3,1,3,3,3,3,3,2,3,4,4,5,4,1,1,1,4,5,4,1,3,3,1,3,4,5,3,5,4,4,2,4,2,5,3,5,5,1,24,1
154,60,5,5,5,3,3,2,2,3,4,1,1,5,3,4,1,1,2,5,1,5,1,2,5,5,2,5,5,5,4,3,5,2,1,2,3,2,1,5,2,2,4,2,5,5,3,1,5,5,19,2
161,57,5,3,3,1,1,2,3,4,5,3,5,3,4,3,4,5,1,2,3,5,4,5,5,5,5,5,5,5,5,1,3,1,5,4,5,3,5,5,3,3,3,5,5,5,5,1,5,3,21,3
160,65,5,2,1,1,1,1,1,2,5,4,1,1,3,4,4,4,2,1,1,4,1,4,4,2,3,3,4,4,4,1,1,4,1,1,1,1,4,5,2,2,4,3,5,2,1,1,3,2,22,1
180,77,5,3,3,3,1,5,1,2,3,1,2,2,3,5,3,5,3,2,4,5,2,4,4,3,4,2,5,5,5,1,1,1,1,1,2,4,5,5,1,1,1,5,5,3,3,1,3,2,19,1
164,56,5,3,5,3,2,4,5,5,3,2,4,3,2,2,2,1,2,3,3,5,1,3,4,5,3,1,5,5,3,1,1,5,3,2,5,2,4,4,3,3,5,3,4,4,5,3,4,3,18,2
162,62,5,4,2,1,2,3,2,2,5,4,4,2,1,2,3,3,1,1,2,5,4,5,4,3,2,2,5,4,4,2,2,3,5,1,3,3,5,5,2,3,1,4,2,4,3,4,5,2,21,0
170,53,5,5,3,3,3,4,2,4,4,2,2,2,4,3,3,3,4,3,2,5,1,3,5,4,4,3,4,5,5,2,1,1,5,3,4,3,3,5,2,2,2,2,3,2,2,2,2,2,19,1
185,78,4,3,4,1,3,2,3,2,2,1,1,3,3,3,2,2,4,5,4,5,4,4,5,3,3,2,4,5,4,3,5,4,1,3,2,5,4,5,3,2,1,4,3,4,4,3,4,4,19,2
184,80,5,3,2,2,2,3,1,1,5,4,3,3,3,3,4,5,3,1,1,4,5,4,4,2,3,3,2,3,4,4,1,4,3,1,1,5,3,5,1,1,2,5,2,2,2,3,3,4,20,1
170,56,5,3,4,4,4,2,4,5,4,3,4,2,2,2,3,5,3,2,2,5,3,5,4,3,3,2,2,2,5,1,1,2,1,1,2,4,2,5,2,1,3,2,1,4,5,5,5,3,19,3
184,83,5,4,4,1,2,2,3,5,3,1,1,4,3,3,2,1,5,4,1,5,1,3,4,1,4,3,2,3,5,4,5,4,5,1,4,4,3,5,2,1,1,2,3,5,2,2,3,2,18,1
173,60,5,3,1,1,1,1,2,3,5,5,3,2,1,1,5,3,1,1,1,4,2,2,4,3,2,2,3,4,2,1,1,3,2,2,5,2,4,5,2,4,5,5,5,2,1,2,5,2,18,1
176,62,4,3,2,2,2,2,1,4,4,2,2,2,3,2,3,2,4,3,2,4,3,3,5,4,4,3,4,4,2,2,4,2,4,1,4,4,2,4,1,1,2,1,3,3,2,5,3,2,19,1
163,55,5,3,2,1,1,1,2,3,3,1,2,3,1,1,3,1,1,4,1,5,3,3,4,4,2,3,1,1,3,1,3,4,2,1,2,2,2,5,2,4,4,4,5,4,4,3,4,3,18,0
180,74,5,3,1,1,1,2,3,4,5,4,4,4,3,1,2,1,2,1,2,5,1,2,4,5,2,2,5,5,4,1,1,2,1,3,3,5,2,4,4,1,1,2,5,5,4,1,3,3,18,2
175,70,5,5,5,2,2,1,1,4,2,1,1,4,2,2,3,3,2,4,1,5,3,5,5,3,3,4,2,2,3,2,4,5,5,1,3,1,1,5,1,1,2,4,1,1,1,4,1,3,19,1
164,58,5,3,4,1,2,4,3,4,4,1,1,3,3,3,4,3,3,4,1,5,3,3,5,4,2,3,3,2,3,2,3,3,3,2,4,3,3,5,1,2,4,4,5,5,4,4,4,5,19,1
155,48,5,1,3,2,1,2,2,5,4,1,3,1,1,1,1,1,5,1,1,5,1,2,5,5,2,1,5,5,4,1,1,2,5,1,3,3,3,5,1,1,1,1,1,3,3,2,2,4,19,1
163,58,5,3,4,2,4,3,3,5,4,1,4,3,4,4,4,2,2,2,1,5,5,4,5,4,3,3,5,5,4,3,2,3,4,2,3,4,4,5,2,1,2,2,2,4,3,3,3,2,18,6
162,54,4,3,2,2,2,4,3,3,3,1,2,3,3,3,3,2,3,3,3,4,3,4,4,2,5,4,3,3,2,1,1,4,1,1,3,2,3,5,1,2,4,1,1,3,3,2,4,2,18,3
170,54,5,4,3,2,4,2,2,2,3,4,4,2,5,4,5,5,2,4,2,5,3,3,4,2,3,3,2,3,3,2,2,3,4,1,2,3,3,5,1,2,2,3,2,2,1,4,2,2,19,1
157,43,5,3,4,2,2,2,3,5,3,1,1,4,2,3,2,2,5,1,1,5,1,2,5,5,3,1,5,5,3,1,1,4,5,3,5,3,2,5,1,2,2,3,5,5,5,1,3,2,20,1
185,70,4,3,4,1,2,2,1,3,3,1,1,4,2,1,2,1,1,4,1,5,4,3,5,1,3,3,1,2,3,1,3,5,3,1,2,2,1,5,2,1,2,4,4,4,3,1,3,4,19,1
163,55,3,2,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,4,4,1,1,3,3,5,1,1,1,1,3,1,3,5,3,5,3,3,5,4,5,4,1,4,3,26,3
168,49,5,3,4,2,2,2,2,4,4,1,1,4,1,2,4,3,2,3,2,5,3,4,5,4,3,3,4,4,3,2,3,3,1,1,5,3,4,5,1,3,2,3,3,3,2,3,5,2,19,1
169,67,5,3,3,3,1,2,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2,2,1,2,3,3,5,5,1,1,2,4,4,4,1,3,2,3,19,1
178,82,5,4,4,3,1,5,3,5,3,1,1,2,2,1,1,1,3,1,4,5,4,5,5,3,5,3,5,5,5,1,4,5,4,4,3,5,1,5,1,2,1,3,1,3,3,1,5,3,22,1
165,65,5,3,3,2,2,3,1,4,4,1,1,3,2,3,2,2,3,3,1,4,2,4,4,4,2,4,3,3,5,3,2,5,5,1,3,4,4,4,1,1,2,2,2,3,2,2,3,2,20,1
180,63,5,3,4,1,1,1,1,5,3,3,3,3,3,2,4,3,1,3,1,5,3,5,5,5,1,1,5,2,3,1,4,5,5,2,5,3,4,5,1,4,5,1,5,5,5,5,3,4,28,2
169,66,5,4,2,2,1,1,5,3,4,2,2,2,3,3,5,2,5,1,1,5,5,5,5,4,2,1,5,5,4,1,2,2,1,2,3,3,5,5,1,1,2,4,4,4,1,3,3,3,19,1
156,48,4,4,2,1,1,2,3,4,5,3,4,3,5,4,4,4,2,1,1,5,5,5,5,4,2,2,5,5,4,1,1,4,1,2,5,2,2,5,1,3,3,3,5,2,3,4,5,1,21,0
175,58,5,3,4,2,1,2,3,5,5,2,5,3,3,2,3,2,2,4,2,5,1,3,5,5,1,1,5,4,3,1,2,3,5,4,5,2,3,4,3,5,5,4,4,5,5,2,5,5,19,1
188,80,5,5,3,1,1,1,1,3,2,1,4,5,5,1,2,3,1,1,1,5,3,3,5,1,2,2,1,1,4,2,5,5,5,1,1,4,2,5,2,1,1,2,1,1,1,1,3,4,22,2
181,62,5,4,4,2,1,2,1,4,5,2,3,2,2,2,3,3,2,4,1,5,2,4,5,3,5,5,2,3,4,2,5,5,3,1,1,4,1,5,1,1,1,3,2,2,2,2,2,4,19,2
168,52,5,3,5,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,1,5,1,5,1,5,1,1,1,5,1,5,5,5,5,1,1,1,1,1,1,1,1,18,1
166,62,4,2,2,2,3,3,3,2,3,2,3,1,4,3,3,5,2,3,3,5,1,2,5,4,1,2,5,5,4,2,1,4,1,1,3,3,5,5,2,2,2,2,2,2,2,2,3,3,19,0
189,78,5,4,3,1,1,1,1,2,4,2,4,5,5,1,1,3,1,1,1,5,5,5,5,2,2,3,3,3,5,3,4,5,5,1,1,3,1,5,1,1,1,1,1,1,1,5,2,1,22,2
189,96,5,3,2,4,3,3,3,3,3,1,1,1,3,3,3,3,4,2,4,4,2,3,5,3,2,3,3,3,4,3,4,3,3,3,4,4,4,4,2,2,2,2,1,2,2,2,2,2,29,3
174,60,4,3,3,1,2,3,1,3,5,1,4,3,3,3,3,4,2,3,1,4,2,3,5,4,3,4,5,5,5,1,1,4,2,3,2,4,3,4,3,2,3,4,3,4,5,5,5,3,20,2
164,60,5,3,3,1,1,3,3,5,3,1,1,3,3,1,1,5,5,1,1,5,1,1,4,5,1,1,4,5,2,1,1,3,1,3,5,1,3,5,4,4,4,4,2,5,1,3,5,5,18,0
172,50,5,4,4,3,3,3,2,3,4,1,4,2,3,2,4,2,5,3,2,3,1,4,4,5,1,3,3,3,2,2,3,4,1,1,5,3,2,2,1,2,3,5,4,4,5,3,5,1,22,1
157,46,5,3,3,2,2,3,4,3,1,1,2,2,4,4,2,3,5,2,2,5,2,3,5,3,3,4,3,3,4,4,1,1,3,1,3,4,4,4,2,2,1,1,1,3,1,3,1,2,17,1
189,72,5,3,3,1,3,3,3,4,3,1,1,4,1,3,3,1,3,5,1,5,3,3,3,3,3,3,3,3,3,3,5,1,5,2,4,4,1,5,1,1,1,1,3,5,1,1,3,3,19,0
161,46,4,2,4,3,2,3,2,3,2,2,1,4,2,1,2,2,2,2,1,5,2,2,5,4,2,1,3,3,2,1,1,2,2,1,3,1,2,4,2,2,3,4,5,5,5,4,5,5,20,1
173,60,5,3,3,2,4,4,2,4,5,2,2,5,4,4,5,2,2,2,2,3,4,3,4,3,3,3,3,3,3,4,3,2,4,2,4,4,2,4,2,2,1,1,2,3,2,3,3,4,18,1
195,83,5,5,5,1,1,1,1,4,3,1,3,4,4,2,5,4,1,4,1,5,5,5,5,3,4,3,5,5,3,3,3,3,3,1,2,5,2,5,2,2,2,2,1,1,1,4,1,3,22,2
167,58,4,3,4,3,1,2,3,5,2,1,1,3,3,2,3,1,3,1,3,4,5,5,5,5,2,1,3,3,2,1,4,4,1,2,3,2,5,5,3,1,5,2,1,3,3,3,4,4,19,1
178,74,5,3,4,2,2,2,2,3,5,4,5,2,5,3,4,5,2,2,1,5,2,4,5,3,5,4,4,5,4,3,5,2,5,1,3,5,1,5,1,1,2,2,3,1,1,3,2,1,20,1
186,78,3,3,2,2,4,3,2,4,3,1,2,1,1,1,2,1,1,1,2,3,5,4,5,2,2,2,1,1,4,2,2,5,2,1,1,2,1,2,3,4,2,4,1,1,1,4,1,5,25,1
170,64,5,2,1,1,1,1,1,2,4,4,3,1,1,1,1,4,1,1,1,5,1,2,4,3,1,1,4,3,5,1,4,1,1,1,1,1,2,3,1,1,1,1,2,2,1,1,2,4,29,0
180,80,5,3,5,1,1,3,1,5,3,1,1,5,2,1,1,3,1,5,1,5,3,3,5,3,3,1,2,2,5,1,5,2,5,1,3,5,4,5,1,3,4,4,3,5,5,2,3,5,19,1
172,60,5,3,3,2,5,4,5,3,5,4,4,3,4,3,5,3,4,1,2,4,4,3,5,5,2,3,5,5,3,1,1,3,3,1,2,2,3,5,2,3,5,1,1,4,3,1,2,3,18,4
175,60,5,3,2,1,1,4,3,4,5,4,3,3,3,5,5,5,5,1,2,5,1,2,5,4,1,1,3,3,4,1,1,2,3,2,3,3,2,5,2,5,2,5,2,2,2,2,2,3,20,2
169,53,5,3,2,1,1,2,4,2,5,3,3,1,2,3,5,5,2,1,1,5,4,4,4,3,4,2,3,3,3,3,1,2,3,1,1,3,3,4,1,1,1,3,2,2,1,3,2,1,18,3
180,80,5,4,5,2,3,2,3,4,4,2,2,2,2,2,4,4,2,3,2,5,4,4,3,1,4,4,1,2,2,2,4,2,1,1,4,3,5,5,5,1,3,4,2,2,2,2,4,4,30,3
175,57,5,3,3,2,2,3,3,3,4,3,4,3,3,4,4,3,4,2,2,5,4,4,5,3,3,2,4,4,3,2,2,3,2,3,3,4,3,5,1,2,2,1,3,3,3,3,3,2,20,1
161,55,5,4,5,3,5,3,4,5,4,2,3,4,3,4,5,4,5,4,4,5,2,4,5,5,5,2,5,5,5,3,3,5,3,4,5,4,5,5,2,2,4,1,2,3,1,1,2,4,21,2
190,65,5,4,4,4,1,5,1,1,2,4,1,1,1,4,4,4,1,5,4,5,1,4,3,2,4,4,3,2,5,5,2,1,2,1,1,4,3,5,1,1,1,1,1,1,1,3,3,2,22,1
189,82,3,4,2,1,3,1,1,3,4,2,4,4,4,3,1,1,1,1,1,5,1,4,5,4,4,2,2,3,3,1,2,3,3,1,1,3,2,4,2,1,2,4,2,2,2,1,2,4,22,2
173,73,5,4,3,2,1,5,3,4,5,3,5,3,2,4,3,1,5,1,1,5,1,3,5,5,2,1,5,5,3,1,1,4,2,1,5,5,1,5,1,1,3,1,4,3,1,4,5,3,20,1
172,57,5,3,3,1,2,2,2,4,4,3,3,3,3,3,2,2,2,2,2,5,2,4,4,3,4,3,4,4,2,1,1,3,3,3,4,1,2,5,1,3,1,2,5,5,1,5,5,5,20,1
165,64,5,3,4,2,1,2,1,4,5,1,1,1,3,5,4,4,4,1,1,5,2,4,5,3,3,3,1,5,3,1,1,3,1,1,2,4,1,3,1,1,2,1,5,1,1,5,2,3,19,1
171,57,3,3,4,2,2,2,1,4,2,1,1,3,2,3,3,3,3,2,1,5,2,5,5,4,3,3,4,2,4,2,1,3,4,1,4,3,5,4,3,4,3,4,5,4,3,4,5,2,28,1
186,66,5,5,5,2,1,1,1,1,1,2,2,3,3,3,3,3,1,1,1,5,5,1,5,5,5,1,5,2,3,1,5,5,5,1,5,5,1,5,1,1,5,1,3,5,5,1,3,1,19,3
177,75,5,3,2,4,3,5,4,3,5,3,2,3,3,5,5,4,3,1,4,5,4,4,4,2,4,4,3,3,4,4,4,3,5,1,2,5,4,4,1,2,1,2,1,1,1,1,1,2,22,1
160,49,5,5,2,2,2,1,1,2,5,1,5,3,5,2,5,5,1,1,1,5,3,5,5,2,1,5,5,5,4,1,1,5,5,1,5,5,3,5,1,1,1,4,5,4,2,5,5,1,20,2
168,50,4,3,3,2,2,2,3,3,2,1,1,5,1,1,2,1,5,4,2,1,2,2,5,5,1,1,5,4,1,1,1,5,5,1,5,1,1,4,2,1,1,2,5,5,5,5,5,4,16,1
165,56,5,3,3,2,2,2,2,4,4,2,3,3,2,2,3,1,5,1,2,5,4,4,5,4,4,2,4,4,4,1,1,1,5,1,3,3,3,4,2,5,3,2,5,1,1,1,4,3,19,1
163,68,5,5,3,3,1,4,4,2,5,2,2,1,2,3,4,5,3,2,2,5,1,2,3,5,2,5,5,5,5,2,1,1,2,2,2,2,5,5,2,1,2,3,4,3,2,2,2,3,20,2
185,78,5,3,4,1,2,2,1,5,3,1,1,5,2,2,3,3,4,2,1,5,3,5,4,2,3,4,2,3,3,2,5,5,3,2,2,5,2,5,2,1,1,4,2,3,3,2,2,3,21,1
165,55,5,3,2,2,1,2,4,2,5,2,2,1,4,5,4,5,2,1,2,5,2,3,5,5,3,3,3,4,3,1,2,3,3,2,4,2,3,5,2,2,1,2,1,2,2,3,3,1,19,1
174,66,5,3,2,1,2,2,2,3,5,2,4,2,2,1,5,5,2,2,1,5,1,5,4,3,3,2,3,3,2,1,1,5,1,5,5,3,3,5,1,2,3,2,4,4,3,5,2,4,20,2
170,52,3,2,3,2,4,5,4,3,3,1,1,2,2,2,4,3,4,2,4,4,3,4,4,4,2,2,5,4,4,2,2,1,1,3,4,2,1,4,3,2,2,2,5,3,3,2,3,3,25,1
165,60,5,4,3,3,3,4,4,5,5,2,3,1,3,5,5,1,4,1,5,3,1,1,5,3,3,3,1,1,5,2,1,4,4,1,3,3,5,5,1,1,1,1,1,2,4,1,4,3,20,1
170,50,5,3,3,2,1,3,2,2,4,1,1,1,3,2,3,5,3,1,1,5,1,1,4,3,2,4,5,5,4,2,2,5,1,3,2,2,3,5,4,1,1,4,1,4,3,3,4,3,19,3
174,76,5,4,2,4,2,3,2,4,4,2,4,1,3,1,3,3,1,3,2,5,2,4,5,2,4,5,4,4,4,5,3,4,2,1,1,5,2,5,3,1,1,3,1,1,1,1,4,2,22,3
172,58,5,3,3,5,2,4,2,2,4,2,1,1,2,2,4,5,4,4,4,5,3,3,5,5,5,5,5,5,4,1,2,5,1,2,4,3,3,5,1,3,2,3,2,4,4,2,3,3,19,2
179,60,5,3,4,5,3,4,2,4,4,2,2,2,2,4,4,2,5,2,2,4,4,5,3,5,1,5,2,2,4,1,2,3,5,1,3,2,2,5,1,2,2,2,5,4,5,3,5,5,21,1
193,86,5,4,4,3,2,4,2,2,5,3,4,3,3,4,5,3,1,3,3,5,3,5,4,2,5,5,5,5,3,5,5,2,3,1,4,5,1,5,2,1,1,2,3,3,1,2,3,2,22,6
176,60,5,3,2,2,1,5,5,4,4,1,1,1,1,1,2,1,4,5,4,5,2,1,5,5,5,3,5,5,5,4,1,1,1,1,3,5,2,3,2,1,2,1,4,5,4,3,5,4,28,1
168,50,5,3,5,1,1,2,2,5,1,1,1,5,2,1,2,2,2,1,1,5,5,4,5,3,4,5,4,2,3,1,5,5,3,5,5,5,1,5,5,3,1,1,1,1,1,1,1,4,21,1
177,75,5,4,3,4,2,2,2,3,5,3,4,3,3,2,4,4,2,1,1,5,2,4,5,3,4,3,3,4,4,5,3,4,5,1,2,4,1,5,3,2,2,3,1,5,2,2,4,3,20,3
189,83,5,4,2,1,1,1,1,2,2,3,3,5,1,1,1,2,1,2,1,5,1,5,5,2,3,3,2,2,3,2,2,5,5,1,3,4,1,5,1,1,1,1,2,1,2,1,1,2,19,1
168,53,5,4,3,4,3,3,4,2,2,1,1,2,5,4,4,4,4,1,2,4,2,3,3,2,4,1,5,1,5,3,2,2,5,3,2,4,4,4,3,2,2,2,5,3,2,1,5,2,21,1
179,65,5,3,1,3,5,4,1,3,5,2,2,1,3,3,5,5,1,1,1,5,2,4,4,2,3,3,4,4,4,4,3,5,2,1,2,1,2,5,3,2,2,4,4,4,1,1,4,3,20,0
168,66,4,5,4,5,2,3,4,4,1,1,1,4,3,3,1,3,3,4,1,4,3,2,5,4,3,1,5,5,4,3,1,4,5,1,5,1,1,5,2,2,1,1,1,4,4,5,4,1,16,1
176,70,5,3,5,3,3,4,4,4,4,3,2,4,4,4,3,3,3,2,4,4,2,3,4,4,4,4,4,3,4,4,5,5,5,1,3,5,5,5,1,3,1,1,1,2,1,5,2,1,22,1
185,75,5,3,3,1,2,3,2,3,3,1,1,4,4,4,3,3,2,1,1,5,3,3,5,4,4,2,4,4,3,3,5,2,4,1,3,5,4,5,2,1,2,1,2,1,2,2,4,2,19,2
168,58,5,1,2,4,1,2,1,1,1,1,1,1,1,2,1,3,3,4,2,4,1,2,5,5,5,1,3,1,1,1,3,1,1,3,5,5,2,4,5,5,1,3,5,5,5,1,5,1,22,1
178,74,5,4,3,1,1,2,3,3,4,5,5,3,2,1,3,3,3,3,1,4,3,5,5,3,3,3,4,4,3,2,4,5,5,3,2,4,3,5,1,1,1,1,1,1,1,2,2,3,20,0
178,66,5,3,1,5,5,2,2,3,5,1,1,1,2,1,5,3,2,1,2,5,3,4,5,3,3,5,5,5,5,4,3,2,1,1,3,2,3,4,2,3,3,3,4,4,4,3,5,1,22,0
187,69,5,4,4,3,3,3,4,4,5,5,3,1,2,3,3,4,2,1,2,5,5,4,5,1,4,4,1,4,3,5,3,5,1,3,5,2,4,5,1,1,3,1,2,1,1,1,3,3,19,1
173,80,5,5,5,3,1,2,3,5,4,4,3,5,3,2,3,3,2,4,3,5,5,5,5,1,5,5,5,5,3,3,5,5,5,3,5,1,1,5,5,5,5,5,5,1,1,5,1,3,22,2
174,55,5,3,3,1,1,4,4,4,4,3,3,4,3,1,1,3,4,4,4,5,4,5,3,2,1,1,4,5,4,2,3,1,5,1,5,5,3,5,3,2,1,3,1,3,4,4,5,4,17,1
171,62,5,4,4,2,2,3,2,5,4,1,2,4,3,3,2,2,5,4,4,4,1,2,5,3,3,2,5,5,5,1,1,3,5,1,4,2,2,5,2,1,5,2,2,1,1,3,2,3,18,1
185,74,5,4,4,3,1,2,1,1,2,2,1,4,4,2,2,2,2,4,1,4,3,3,4,2,3,5,2,2,4,2,3,3,5,5,2,2,1,5,1,1,1,2,1,3,1,5,2,4,19,1
174,62,5,3,3,1,2,2,2,4,2,1,1,4,4,2,2,2,4,2,1,5,2,3,5,5,3,2,3,3,4,2,2,4,4,3,5,3,3,5,4,2,5,2,5,5,4,3,4,1,23,1
